S#,SNAME,SEX,BDATE,HEIGHT,DORM
02005978,单玉英,男,2001-09-08,1.69,东7舍348
02205980,羊丽华,女,2003-06-22,1.56,西7舍348
02005982,陈利,男,2003-11-02,1.63,东7舍348
02205984,李丹丹,女,2003-01-24,1.50,西7舍349
02005986,王军,男,2003-09-12,1.78,东7舍349
02205988,徐丽,女,2001-10-11,1.60,西7舍349
02005990,李凯,男,2003-11-11,1.71,东7舍349
02205992,金秀珍,女,2002-01-03,1.80,西7舍350
02005994,梁柳,男,2001-02-23,1.79,东7舍350
02205996,袁强,女,2003-10-04,1.62,西7舍350
02005998,徐琴,男,2002-12-03,1.64,东7舍350
02206000,谷红霞,女,2003-08-08,1.75,西8舍351
02006002,张秀珍,男,2003-12-18,1.83,东8舍351
02206004,曹桂芳,女,2003-02-09,1.79,西8舍351
02006006,夏杰,男,2003-05-10,1.79,东8舍351
02206008,王秀荣,女,2001-06-26,1.68,西8舍352
02006010,李玉兰,男,2003-07-19,1.73,东8舍352
02206012,严柳,女,2001-01-05,1.52,西8舍352
02006014,吴小红,男,2003-12-16,1.90,东8舍352
02206016,潘桂珍,女,2003-12-07,1.71,西8舍353
02006018,孔雪梅,男,2002-04-19,1.68,东8舍353
02206020,严想,女,2002-02-12,1.68,西8舍353
02006022,张建军,男,2003-02-10,1.64,东8舍353
02206024,张峰,女,2001-06-19,1.80,西8舍354
02006026,何淑英,男,2001-10-04,1.84,东8舍354
02206028,王婷,女,2003-09-18,1.57,西8舍354
02006030,朱淑华,男,2002-10-05,1.82,东8舍354
02206032,毛秀云,女,2002-12-11,1.59,西8舍355
02006034,刘秀梅,男,2003-06-03,1.64,东8舍355
02206036,傅婷,女,2003-09-26,1.77,西8舍355
02006038,张晶,男,2001-03-16,1.69,东8舍355
02206040,陈玉,女,2001-07-05,1.59,西8舍356
02006042,许佳,男,2003-09-02,1.72,东8舍356
02206044,张宇,女,2003-10-30,1.67,西8舍356
02006046,葛颖,男,2002-06-10,1.82,东8舍356
02206048,李晨,女,2002-11-15,1.52,西8舍357
02006050,杨峰,男,2002-02-05,1.87,东8舍357
02206052,王东,女,2001-05-16,1.68,西8舍357
02006054,陈雷,男,2003-03-09,1.78,东8舍357
02206056,沈秀珍,女,2001-05-27,1.70,西8舍358
02006058,陈小红,男,2003-05-26,1.89,东8舍358
02206060,俞秀珍,女,2002-10-28,1.61,西8舍358
02006062,崔波,男,2003-06-16,1.70,东8舍358
02206064,季丽,女,2003-11-22,1.59,西8舍359
02006066,张兰英,男,2003-04-09,1.89,东8舍359
02206068,石秀华,女,2003-12-11,1.51,西8舍359
02006070,曹宁,男,2001-10-23,1.90,东8舍359
02206072,陈鹏,女,2002-06-06,1.69,西8舍360
02006074,柴玉珍,男,2002-10-06,1.69,东8舍360
02206076,江淑珍,女,2002-05-12,1.73,西8舍360
02006078,邓帆,男,2001-06-17,1.69,东8舍360
02206080,林旭,女,2001-11-16,1.66,西8舍361
02006082,李敏,男,2002-12-04,1.63,东8舍361
02206084,郝建华,女,2003-03-09,1.73,西8舍361
02006086,张燕,男,2003-10-22,1.87,东8舍361
02206088,易春梅,女,2002-08-22,1.79,西8舍362
02006090,张勇,男,2001-10-01,1.88,东8舍362
02206092,王静,女,2001-02-15,1.69,西8舍362
02006094,郑丹丹,男,2001-05-09,1.76,东8舍362
02206096,姜丹丹,女,2003-07-25,1.62,西8舍363
02006098,白超,男,2001-02-05,1.79,东8舍363
02206100,周欣,女,2001-12-14,1.72,西8舍363
02006102,卢桂芝,男,2003-03-04,1.81,东8舍363
02206104,刘凤兰,女,2003-04-25,1.59,西8舍364
02006106,范秀兰,男,2002-01-03,1.73,东8舍364
02206108,原建华,女,2001-07-25,1.77,西8舍364
02006110,王伟,男,2003-05-11,1.90,东8舍364
02206112,毕建华,女,2001-10-04,1.57,西8舍365
02006114,周红,男,2003-10-13,1.69,东8舍365
02206116,汪莉,女,2002-10-11,1.51,西8舍365
02006118,张健,男,2001-07-16,1.68,东8舍365
02206120,郑平,女,2001-01-21,1.70,西8舍366
02006122,王飞,男,2001-02-14,1.70,东8舍366
02206124,梁洋,女,2001-08-20,1.69,西8舍366
02006126,梁秀芳,男,2002-01-30,1.75,东8舍366
02206128,夏秀梅,女,2001-01-28,1.54,西8舍367
02006130,杨波,男,2001-06-07,1.81,东8舍367
02206132,田凤英,女,2001-02-12,1.80,西8舍367
02006134,杨秀珍,男,2001-08-24,1.89,东8舍367
02206136,陈莉,女,2001-12-26,1.66,西8舍368
02006138,覃春梅,男,2003-09-01,1.88,东8舍368
02206140,张秀荣,女,2003-07-20,1.75,西8舍368
02006142,朱凤英,男,2001-03-27,1.76,东8舍368
02206144,苏秀英,女,2003-07-30,1.62,西8舍369
02006146,刘玉梅,男,2003-01-12,1.85,东8舍369
02206148,鞠洁,女,2001-10-26,1.68,西8舍369
02006150,张小红,男,2001-10-24,1.73,东8舍369
02206152,陆玲,女,2002-06-07,1.72,西8舍370
02006154,曹淑兰,男,2002-09-29,1.86,东8舍370
02206156,陆浩,女,2002-01-26,1.69,西8舍370
02006158,谢小红,男,2002-11-06,1.87,东8舍370
02206160,李帆,女,2002-12-20,1.74,西8舍371
02006162,程秀兰,男,2002-01-11,1.71,东8舍371
02206164,郭凤英,女,2003-11-10,1.77,西8舍371
02006166,王慧,男,2001-06-22,1.65,东8舍371
02206168,张慧,女,2003-04-07,1.70,西8舍372
02006170,戴健,男,2001-09-26,1.86,东8舍372
02206172,沈欣,女,2001-11-19,1.70,西8舍372
02006174,杜岩,男,2001-07-06,1.77,东8舍372
02206176,赵慧,女,2001-07-31,1.60,西8舍373
02006178,陈红,男,2001-07-30,1.61,东8舍373
02206180,胡桂香,女,2002-07-31,1.68,西8舍373
02006182,宋桂香,男,2001-03-23,1.66,东8舍373
02206184,张玲,女,2003-04-14,1.51,西8舍374
02006186,罗丹,男,2001-11-16,1.63,东8舍374
02206188,程雪梅,女,2001-07-10,1.76,西8舍374
02006190,郑涛,男,2002-08-27,1.68,东8舍374
02206192,王桂香,女,2001-10-06,1.67,西8舍375
02006194,黄成,男,2003-10-27,1.86,东8舍375
02206196,刘浩,女,2003-03-17,1.56,西8舍375
02006198,尹琴,男,2003-05-15,1.61,东8舍375
02206200,李文,女,2001-03-13,1.64,西8舍376
02006202,张玉珍,男,2001-12-15,1.87,东8舍376
02206204,张桂花,女,2002-03-25,1.55,西8舍376
02006206,杨宇,男,2003-01-29,1.61,东8舍376
02206208,浦桂兰,女,2002-12-11,1.58,西8舍377
02006210,黄秀英,男,2002-05-14,1.69,东8舍377
02206212,万海燕,女,2001-03-11,1.71,西8舍377
02006214,张斌,男,2002-01-28,1.76,东8舍377
02206216,窦玉,女,2001-04-29,1.73,西8舍378
02006218,牛超,男,2001-07-29,1.68,东8舍378
02206220,冯伟,女,2002-08-13,1.72,西8舍378
02006222,陈欢,男,2003-05-27,1.63,东8舍378
02206224,姜玉华,女,2002-01-09,1.65,西8舍379
02006226,李杰,男,2002-12-11,1.78,东8舍379
02206228,庄宇,女,2001-09-10,1.69,西8舍379
02006230,赖瑞,男,2003-11-17,1.75,东8舍379
02206232,勾玉兰,女,2002-04-06,1.69,西8舍380
02006234,石丽娟,男,2003-12-29,1.69,东8舍380
02206236,张建国,女,2001-05-09,1.66,西8舍380
02006238,芦丽丽,男,2001-06-04,1.66,东8舍380
02206240,王斌,女,2003-11-13,1.61,西8舍381
02006242,张想,男,2003-02-01,1.83,东8舍381
02206244,姜秀云,女,2002-07-30,1.54,西8舍381
02006246,史燕,男,2003-07-04,1.69,东8舍381
02206248,况坤,女,2003-10-16,1.67,西8舍382
02006250,韦兵,男,2001-07-18,1.67,东8舍382
02206252,宋峰,女,2003-05-27,1.79,西8舍382
02006254,林芳,男,2001-03-16,1.77,东8舍382
02206256,龚丹,女,2003-06-22,1.57,西8舍383
02006258,陈想,男,2002-06-27,1.74,东8舍383
02206260,张婷,女,2002-12-02,1.57,西8舍383
02006262,曹斌,男,2003-08-27,1.82,东8舍383
02206264,周军,女,2002-11-05,1.61,西8舍384
02006266,詹淑华,男,2003-01-21,1.82,东8舍384
02206268,马桂香,女,2001-04-19,1.53,西8舍384
02006270,龙东,男,2003-11-26,1.60,东8舍384
02206272,张欢,女,2001-07-01,1.67,西8舍385
02006274,陈桂珍,男,2002-08-28,1.84,东8舍385
02206276,吴琴,女,2001-04-30,1.64,西8舍385
02006278,何淑珍,男,2003-12-26,1.67,东8舍385
02206280,马楠,女,2001-01-30,1.68,西8舍386
02006282,张东,男,2001-02-09,1.64,东8舍386
02206284,尹亮,女,2001-09-08,1.76,西8舍386
02006286,林东,男,2002-10-04,1.68,东8舍386
02206288,张颖,女,2003-05-15,1.55,西8舍387
02006290,焦秀荣,男,2002-03-25,1.89,东8舍387
02206292,黄璐,女,2002-06-09,1.72,西8舍387
02006294,李阳,男,2002-08-13,1.63,东8舍387
02206296,张浩,女,2001-05-30,1.51,西8舍388
02006298,何建军,男,2003-12-28,1.74,东8舍388
02206300,周凤兰,女,2003-03-19,1.74,西8舍388
02006302,潘静,男,2001-07-30,1.84,东8舍388
02206304,马淑珍,女,2001-10-02,1.55,西8舍389
02006306,蒋璐,男,2001-12-07,1.75,东8舍389
02206308,穆宁,女,2003-01-20,1.73,西8舍389
02006310,孙艳,男,2001-12-09,1.63,东8舍389
02206312,邹丽,女,2001-07-08,1.58,西8舍390
02006314,罗丹,男,2003-11-03,1.69,东8舍390
02206316,贾超,女,2003-11-23,1.79,西8舍390
02006318,罗利,男,2003-12-01,1.75,东8舍390
02206320,张桂荣,女,2003-03-01,1.57,西8舍391
02006322,李凤兰,男,2002-06-22,1.79,东8舍391
02206324,韩刚,女,2002-09-17,1.71,西8舍391
02006326,张桂兰,男,2001-12-03,1.81,东8舍391
02206328,邹帅,女,2003-12-04,1.77,西8舍392
02006330,邓桂荣,男,2002-02-25,1.77,东8舍392
02206332,钟欣,女,2003-12-17,1.58,西8舍392
02006334,郝佳,男,2001-06-16,1.82,东8舍392
02206336,姚柳,女,2002-03-15,1.52,西8舍393
02006338,黄龙,男,2001-01-05,1.83,东8舍393
02206340,秦丽娟,女,2003-10-31,1.56,西8舍393
02006342,官海燕,男,2002-07-23,1.83,东8舍393
02206344,邢鹏,女,2001-10-16,1.73,西8舍394
02006346,潘想,男,2003-01-05,1.70,东8舍394
02206348,管帆,女,2001-11-08,1.80,西8舍394
02006350,战玉华,男,2003-06-10,1.77,东8舍394
02206352,柯琳,女,2001-09-27,1.69,西8舍395
02006354,张海燕,男,2002-06-27,1.60,东8舍395
02206356,张华,女,2002-03-26,1.61,西8舍395
02006358,蔡桂芝,男,2001-11-04,1.84,东8舍395
02206360,韦荣,女,2001-06-04,1.56,西8舍396
02006362,魏冬梅,男,2003-03-22,1.85,东8舍396
02206364,高琴,女,2001-01-13,1.57,西8舍396
02006366,王磊,男,2001-02-01,1.71,东8舍396
02206368,赵红,女,2002-06-14,1.59,西8舍397
02006370,方杰,男,2002-03-17,1.81,东8舍397
02206372,袁建国,女,2002-12-16,1.77,西8舍397
02006374,仇桂花,男,2003-06-30,1.81,东8舍397
02206376,韩桂兰,女,2001-12-14,1.73,西8舍398
02006378,席金凤,男,2002-02-13,1.88,东8舍398
02206380,李建,女,2003-11-17,1.59,西8舍398
02006382,何岩,男,2003-08-11,1.89,东8舍398
02206384,王璐,女,2003-05-16,1.64,西8舍399
02006386,马建军,男,2001-08-16,1.76,东8舍399
02206388,蒙波,女,2001-05-30,1.60,西8舍399
02006390,张宁,男,2001-03-28,1.71,东8舍399
02206392,陈婷婷,女,2002-08-27,1.77,西8舍400
02006394,杨欣,男,2001-06-28,1.74,东8舍400
02206396,孟淑英,女,2002-01-24,1.62,西8舍400
02006398,萧鑫,男,2002-07-02,1.86,东8舍400
02206400,杨建军,女,2002-01-05,1.65,西8舍401
02006402,宋桂兰,男,2002-10-26,1.88,东8舍401
02206404,吴辉,女,2001-12-29,1.55,西8舍401
02006406,胥海燕,男,2002-06-19,1.86,东8舍401
02206408,丁辉,女,2002-11-24,1.66,西8舍402
02006410,杨玲,男,2002-10-31,1.66,东8舍402
02206412,彭玉华,女,2003-02-13,1.53,西8舍402
02006414,廖丽娟,男,2001-11-14,1.71,东8舍402
02206416,张彬,女,2001-02-01,1.66,西8舍403
02006418,乔勇,男,2003-08-12,1.89,东8舍403
02206420,马辉,女,2003-02-27,1.72,西8舍403
02006422,吕海燕,男,2003-10-14,1.84,东8舍403
02206424,高丽,女,2002-12-10,1.50,西8舍404
02006426,史健,男,2001-05-01,1.67,东8舍404
02206428,张静,女,2001-09-30,1.74,西8舍404
02006430,曾林,男,2001-02-22,1.87,东8舍404
02206432,黄文,女,2001-10-15,1.68,西8舍405
02006434,徐秀兰,男,2003-04-26,1.72,东8舍405
02206436,喻建华,女,2003-01-29,1.78,西8舍405
02006438,田强,男,2002-07-01,1.64,东8舍405
02206440,何婷,女,2002-12-20,1.78,西8舍406
02006442,何秀云,男,2001-01-02,1.74,东8舍406
02206444,费明,女,2001-01-20,1.57,西8舍406
02006446,王淑英,男,2002-01-31,1.72,东8舍406
02206448,刘敏,女,2002-11-29,1.59,西8舍407
02006450,高玉英,男,2002-08-06,1.86,东8舍407
02206452,孙婷,女,2001-06-04,1.72,西8舍407
02006454,吴金凤,男,2001-01-03,1.67,东8舍407
02206456,杨玲,女,2003-12-23,1.71,西8舍408
02006458,张勇,男,2001-03-26,1.65,东8舍408
02206460,阎桂芝,女,2003-06-16,1.62,西8舍408
02006462,卢敏,男,2003-05-23,1.71,东8舍408
02206464,程海燕,女,2001-01-27,1.76,西8舍409
02006466,陈伟,男,2002-08-26,1.76,东8舍409
02206468,陈红霞,女,2002-10-11,1.66,西8舍409
02006470,许玉华,男,2001-01-15,1.75,东8舍409
02206472,林文,女,2002-09-25,1.70,西8舍410
02006474,刘斌,男,2002-01-12,1.84,东8舍410
02206476,孙龙,女,2003-12-12,1.53,西8舍410
02006478,荣淑兰,男,2001-10-16,1.82,东8舍410
02206480,裴晨,女,2001-01-21,1.68,西8舍411
02006482,黄桂兰,男,2001-09-17,1.70,东8舍411
02206484,廖建平,女,2001-04-15,1.73,西8舍411
02006486,曾淑英,男,2001-12-23,1.89,东8舍411
02206488,简建国,女,2003-02-01,1.60,西8舍412
02006490,章金凤,男,2001-05-14,1.90,东8舍412
02206492,何海燕,女,2001-06-30,1.55,西8舍412
02006494,徐健,男,2001-12-05,1.84,东8舍412
02206496,周柳,女,2003-08-31,1.68,西8舍413
02006498,程玉英,男,2003-08-15,1.62,东8舍413
02206500,廖淑华,女,2001-04-19,1.71,西8舍413
02006502,邹小红,男,2003-09-06,1.76,东8舍413
02206504,林平,女,2001-04-16,1.63,西8舍414
02006506,王超,男,2003-02-28,1.74,东8舍414
02206508,邢丹,女,2002-02-18,1.50,西8舍414
02006510,田艳,男,2003-10-27,1.89,东8舍414
02206512,韩金凤,女,2001-04-16,1.55,西8舍415
02006514,韦丹丹,男,2001-11-16,1.86,东8舍415
02206516,姜平,女,2001-05-10,1.50,西8舍415
02006518,文建华,男,2003-11-22,1.68,东8舍415
02206520,阎萍,女,2003-04-11,1.53,西8舍416
02006522,韩淑英,男,2003-08-04,1.74,东8舍416
02206524,王燕,女,2003-05-09,1.63,西8舍416
02006526,黄红梅,男,2001-04-17,1.61,东8舍416
02206528,阎伟,女,2003-02-06,1.61,西8舍417
02006530,刘岩,男,2003-03-30,1.63,东8舍417
02206532,李玉珍,女,2001-05-17,1.71,西8舍417
02006534,王波,男,2003-05-15,1.66,东8舍417
02206536,盘桂香,女,2003-01-31,1.58,西8舍418
02006538,阎桂芳,男,2002-12-16,1.83,东8舍418
02206540,赵桂芝,女,2001-03-11,1.80,西8舍418
02006542,罗婷婷,男,2001-10-07,1.63,东8舍418
02206544,孙丽丽,女,2002-01-02,1.79,西8舍419
02006546,管桂荣,男,2002-06-14,1.87,东8舍419
02206548,陈志强,女,2002-12-24,1.76,西8舍419
02006550,毕玉珍,男,2003-07-23,1.74,东8舍419
02206552,何峰,女,2003-08-02,1.55,西8舍420
02006554,张辉,男,2002-09-24,1.65,东8舍420
02206556,朱金凤,女,2003-11-16,1.70,西8舍420
02006558,谢丽,男,2003-12-26,1.61,东8舍420
02206560,李雷,女,2003-11-15,1.67,西8舍421
02006562,段平,男,2003-05-06,1.67,东8舍421
02206564,张玉珍,女,2003-07-17,1.57,西8舍421
02006566,马倩,男,2003-05-04,1.90,东8舍421
02206568,魏敏,女,2001-12-31,1.58,西8舍422
02006570,宋佳,男,2001-03-07,1.82,东8舍422
02206572,侯博,女,2003-04-24,1.70,西8舍422
02006574,缪成,男,2002-11-08,1.84,东8舍422
02206576,颜晨,女,2002-02-27,1.50,西8舍423
02006578,刘桂英,男,2002-09-21,1.90,东8舍423
02206580,邓雷,女,2001-05-22,1.68,西8舍423
02006582,王平,男,2003-10-22,1.67,东8舍423
02206584,陈颖,女,2003-01-15,1.80,西8舍424
02006586,温雪,男,2002-08-16,1.84,东8舍424
02206588,杨丹,女,2001-03-23,1.60,西8舍424
02006590,苏冬梅,男,2003-01-03,1.77,东8舍424
02206592,李丽丽,女,2002-10-27,1.61,西8舍425
02006594,何玉梅,男,2003-11-22,1.76,东8舍425
02206596,王金凤,女,2003-04-18,1.72,西8舍425
02006598,吴桂香,男,2002-08-10,1.84,东8舍425
02206600,马冬梅,女,2002-06-04,1.51,西8舍426
02006602,谭婷,男,2001-11-13,1.72,东8舍426
02206604,董东,女,2001-05-09,1.54,西8舍426
02006606,赵桂芝,男,2003-06-21,1.73,东8舍426
02206608,张荣,女,2002-10-31,1.66,西8舍427
02006610,丁燕,男,2003-06-16,1.66,东8舍427
02206612,马琴,女,2003-05-04,1.54,西8舍427
02006614,牟刚,男,2001-04-19,1.84,东8舍427
02206616,彭萍,女,2002-11-07,1.70,西8舍428
02006618,宋坤,男,2003-03-25,1.83,东8舍428
02206620,姚瑞,女,2001-09-16,1.55,西8舍428
02006622,李建军,男,2002-01-08,1.88,东8舍428
02206624,田丽,女,2003-03-20,1.61,西8舍429
02006626,王璐,男,2001-05-14,1.75,东8舍429
02206628,罗琴,女,2003-08-03,1.63,西8舍429
02006630,余丽丽,男,2003-05-15,1.63,东8舍429
02206632,刘洁,女,2001-08-13,1.51,西8舍430
02006634,贾静,男,2001-11-22,1.75,东8舍430
02206636,赵文,女,2002-07-02,1.66,西8舍430
02006638,黄玉梅,男,2001-07-27,1.67,东8舍430
02206640,李凯,女,2002-12-01,1.76,西8舍431
02006642,强建平,男,2002-03-19,1.75,东8舍431
02206644,黄勇,女,2001-02-01,1.63,西8舍431
02006646,管凯,男,2001-11-04,1.90,东8舍431
02206648,伍阳,女,2001-08-24,1.56,西8舍432
02006650,毛鹏,男,2002-07-28,1.71,东8舍432
02206652,刘梅,女,2002-01-21,1.60,西8舍432
02006654,黄玉梅,男,2001-02-17,1.87,东8舍432
02206656,孙瑞,女,2002-02-04,1.56,西8舍433
02006658,刘宇,男,2002-09-21,1.80,东8舍433
02206660,韦桂珍,女,2002-06-05,1.60,西8舍433
02006662,陆瑜,男,2001-08-05,1.67,东8舍433
02206664,程欢,女,2002-07-01,1.61,西8舍434
02006666,刘秀华,男,2002-01-15,1.76,东8舍434
02206668,张帅,女,2001-10-14,1.75,西8舍434
02006670,陈桂英,男,2001-02-15,1.83,东8舍434
02206672,陈桂花,女,2002-08-09,1.76,西8舍435
02006674,周阳,男,2001-03-18,1.81,东8舍435
02206676,蒙凤英,女,2001-09-10,1.79,西8舍435
02006678,王丹,男,2001-09-09,1.70,东8舍435
02206680,杨桂珍,女,2002-09-26,1.58,西8舍436
02006682,傅敏,男,2003-02-23,1.60,东8舍436
02206684,叶秀英,女,2001-04-12,1.63,西8舍436
02006686,杨杰,男,2001-08-04,1.60,东8舍436
02206688,何杰,女,2001-04-16,1.78,西8舍437
02006690,马桂英,男,2002-06-13,1.72,东8舍437
02206692,蔡艳,女,2002-05-09,1.58,西8舍437
02006694,范淑珍,男,2002-04-19,1.64,东8舍437
02206696,欧阳涛,女,2002-09-01,1.59,西8舍438
02006698,李秀华,男,2001-03-19,1.77,东8舍438
02206700,杨莉,女,2003-09-20,1.50,西8舍438
02006702,李秀英,男,2003-03-27,1.81,东8舍438
02206704,葛春梅,女,2001-04-17,1.60,西8舍439
02006706,廖娜,男,2003-07-14,1.74,东8舍439
02206708,覃荣,女,2003-01-15,1.53,西8舍439
02006710,张桂珍,男,2001-11-07,1.86,东8舍439
02206712,苟倩,女,2003-11-22,1.65,西8舍440
02006714,刘军,男,2003-02-15,1.72,东8舍440
02206716,宋帅,女,2001-08-13,1.74,西8舍440
02006718,王旭,男,2003-04-04,1.89,东8舍440
02206720,李华,女,2003-11-01,1.66,西8舍441
02006722,容建国,男,2003-03-06,1.89,东8舍441
02206724,朱金凤,女,2002-03-23,1.52,西8舍441
02006726,许静,男,2003-08-12,1.87,东8舍441
02206728,丁博,女,2001-05-10,1.73,西8舍442
02006730,詹桂香,男,2002-06-23,1.65,东8舍442
02206732,王婷,女,2003-09-19,1.53,西8舍442
02006734,罗秀荣,男,2002-10-15,1.77,东8舍442
02206736,赵东,女,2002-01-19,1.66,西8舍443
02006738,缪欢,男,2003-09-22,1.88,东8舍443
02206740,谢桂芳,女,2002-11-15,1.55,西8舍443
02006742,郭彬,男,2002-06-15,1.78,东8舍443
02206744,杨雷,女,2003-12-07,1.63,西8舍444
02006746,陈博,男,2001-02-18,1.79,东8舍444
02206748,郑雪梅,女,2002-02-20,1.70,西8舍444
02006750,尚健,男,2002-01-31,1.63,东8舍444
02206752,王磊,女,2001-12-13,1.58,西8舍445
02006754,冯帅,男,2001-08-03,1.66,东8舍445
02206756,吴桂芳,女,2001-07-28,1.70,西8舍445
02006758,张杨,男,2003-03-18,1.75,东8舍445
02206760,陈秀华,女,2002-09-22,1.78,西8舍446
02006762,喻芳,男,2001-07-15,1.68,东8舍446
02206764,雷玉,女,2001-01-05,1.52,西8舍446
02006766,刘丹丹,男,2002-12-14,1.69,东8舍446
02206768,王莉,女,2002-01-12,1.78,西8舍447
02006770,翁龙,男,2001-05-31,1.89,东8舍447
02206772,李莉,女,2003-01-18,1.69,西8舍447
02006774,孙婷婷,男,2002-03-23,1.76,东8舍447
02206776,张建军,女,2001-07-14,1.78,西8舍448
02006778,陈凯,男,2003-06-19,1.73,东8舍448
02206780,王涛,女,2003-06-05,1.63,西8舍448
02006782,周红,男,2002-04-03,1.87,东8舍448
02206784,姜勇,女,2002-01-14,1.64,西8舍449
02006786,陈丹丹,男,2002-03-07,1.68,东8舍449
02206788,周玲,女,2002-01-18,1.53,西8舍449
02006790,宗龙,男,2002-09-17,1.67,东8舍449
02206792,马淑珍,女,2001-09-18,1.80,西8舍450
02006794,扈晶,男,2002-10-24,1.85,东8舍450
02206796,杜桂芳,女,2001-10-24,1.77,西8舍450
02006798,张利,男,2001-04-09,1.74,东8舍450
02206800,王淑珍,女,2002-05-23,1.76,西8舍451
02006802,卢秀珍,男,2003-07-26,1.76,东8舍451
02206804,丛想,女,2003-08-20,1.55,西8舍451
02006806,常晶,男,2002-02-18,1.72,东8舍451
02206808,周凤兰,女,2003-10-22,1.57,西8舍452
